SYNONYM	KEY(TermID)
second thoracic dorsal root ganglion	[UBERON_0002846, birnlex_2612]
Down's syndrome NOS	[nlx_dys_20090502, DOID_14250]
nucleus olfactorius anterior	[UBERON_0002266, birnlex_1085]
3-alpha-glucan anabolism	[GO_0070596, GO_0070608]
Taenopygia guttata	[birnlex_476, NCBITaxon_59729]
Senile macular retinal degeneration	[birnlex_12812, DOID_10871]
dorsal nucleus of oculomotor nuclear complex	[UBERON_0002964, birnlex_793]
Area subcentralis	[birnlex_1761, UBERON_0013561]
dentate cerebellar nucleus	[UBERON_0002132, birnlex_1171]
isocortex (sensu lato)	[UBERON_0001950, birnlex_2547]
Slack	[nifext_2878, PR_000002080]
Chemosensory	[nlx_anat_090806, UBERON_0005725]
trigeminal tract	[UBERON_0004171, birnlex_4097]
vitamin or cofactor transport	[GO_0051180, GO_0051181]
reticular formation of medulla	[UBERON_0002559, birnlex_1020]
halo	[GO_1990038, sao5764355747]
parainsular area 52	[UBERON_0006486, birnlex_1792]
layer 3 of piriform cortex	[nlx_anat_091009, UBERON_0014283]
Saltatoria	[NCBITaxon_6993, birnlex_434]
anterior part of middle frontal gyrus	[birnlex_1090, UBERON_0006446]
root of cervical spinal nerve	[UBERON_0009632, birnlex_955]
peroneal muscular atrophy	[nlx_dys_100316, DOID_10595]
forming face	[GO_0005801, sao632188024]
latrophilin	[GO_0016524, PR_000001124]
Alpers' disease or gray-matter degeneration	[DOID_1442, birnlex_12509]
larval salivary gland determination	[GO_0007433, GO_0007434]
gyrus temporalis medius	[UBERON_0002771, birnlex_1653]
medulla arcuate nucleus of hypothalamus	[UBERON_0002865, birnlex_2635]
Alexander's disease (disorder)	[DOID_4252, birnlex_12528]
p94	[PR_000004801, PR_000005686]
Schwann cell compact myelin	[GO_0043218, sao1186642361, sao-1123256993]
vertical limb of diagonal band	[UBERON_0006124, nlx_anat_20090304]
PTH2	[PR_000013484, PR_000013431]
p67	[PR_000010337, PR_000003317]
p63	[PR_000005511, PR_000017214]
Korsakov's psychosis	[DOID_10915, birnlex_12701]
insular sclerosis	[DOID_2377, birnlex_12514]
Biventer 1 (HVIII)	[UBERON_0006121, nlx_anat_20081211]
 DNA-dependent	[GO_2000143, GO_0060566, GO_0006354, GO_0006353, GO_0060567]
caudality_axis	[NEMO_2410000, NEMO_6663000]
intralaminar thalamic nuclei	[UBERON_0002733, birnlex_1530]
segment of medullary reticular formation	[birnlex_1060, UBERON_0002579]
C1281209	[UBERON_0002828, birnlex_2567]
heat shock protein activity	[GO_0006986, GO_0034620, GO_0042026]
Type III Spinal Muscular Atrophy	[DOID_12376, birnlex_12572]
velum	[UBERON_0012121, UBERON_0001733]
 tonic-clonic	[birnlex_12743, DOID_7725]
sigma transcription factor	[GO_0016987, GO_0001053]
dorsolateral fissure of cerebellum	[UBERON_0002818, nlx_anat_20081259]
Eating related disorder	[nlx_dys_20090301, DOID_8670]
vanadium-iron nitrogenase activity	[GO_0016163, GO_0016613]
fertilization membrane	[GO_0060388, GO_0060387]
Anthropoidea	[NCBITaxon_314293, birnlex_256]
Intracranial Vascular Disorder	[DOID_6713, birnlex_12780]
NK-1R	[nifext_7091, PR_000001247, nifext_7085]
T4 spinal cord segment	[UBERON_0006452, birnlex_1378]
olfactory bulb accessory nucleus	[UBERON_0004069, nlx_anat_20090453]
copper homeostasis	[GO_0006878, GO_0055070]
Ovis ovis	[birnlex_456, NCBITaxon_9940]
isoform B	[PR_000003004, PR_000003397, PR_000000405, PR_000002173, PR_000000480]
Shal1	[PR_000000785, nifext_2740]
hydrogen-donor:oxygen oxidoreductase (hydroxylating)	[GO_0000254, GO_0050214]
murine IRF5p complex	[PR_000027537, PR_000027536]
benign neonatal seizures [Ambiguous]	[birnlex_12734, DOID_14264]
LPA1	[PR_000001684, nifext_6087]
C5 spinal cord segment	[UBERON_0006491, birnlex_760]
dorsal cochlear nucleus	[birnlex_2569, UBERON_0002829]
Odland body	[GO_0042599, sao1379604862]
Mullerian tract development	[GO_0060066, GO_0060065, GO_0060067]
 peptide modification	[GO_0019537, GO_1900704, GO_0042864]
inferior colliculus brachium	[UBERON_0003025, birnlex_929]
rhombencephalon	[UBERON_0002028, birnlex_942]
cisterna chiasmatica	[birnlex_4003, UBERON_0002898]
nucleus medialis dorsalis paralamellaris (Hassler)	[birnlex_1255, UBERON_0002645]
Arachnoid	[UBERON_0002362, nlx_anat_090208]
membrane ruffle	[GO_0032587, GO_0001726]
hflA	[PR_000022882, PR_000022884]
Fo rster resonance energy transfer	[nlx_inv_20090602, ERO_0001369]
Remitting-Relapsing Multiple Sclerosis	[birnlex_12518, DOID_2378]
 using glucoside 3-dehydrogenase	[GO_0019513, GO_0019574]
infundibulum neurohypophyseos	[UBERON_0002434, birnlex_912]
Unverricht's disease	[DOID_3535, birnlex_12725]
temporal horn of lateral ventricle	[birnlex_1292, UBERON_0006091]
Electron Energy Loss Spectroscopy	[ERO_0001772, birnlex_2267]
T-cell-specific protein RANTES	[PR_000002094, nifext_5038]
paracentral thalamic nucleus	[birnlex_981, UBERON_0001924]
segment of thalamus	[UBERON_0002730, birnlex_1517]
segment part of sacral spinal cord	[birnlex_1512, UBERON_0007717]
polymorphic layer of the hippocampus	[UBERON_0005371, birnlex_4113]
glutamic dehydrogenase activity	[GO_0004353, GO_0004354]
cerebellar mossy fibre	[nlx_subcell_20090209, GO_0044300]
Mtnr1b	[nifext_6976, nifext_6979]
rodent perirhinal cortex	[nlx_anat_1005014, nlx_anat_1005017]
TBXA2R	[nifext_6803, nifext_6805, PR_000001676]
interleukin-1	[sao950082944, PR_000001091]
lobule II	[UBERON_0004075, nlx_anat_20081225]
UMLS C0683757	[NEMO_3240000, Company]
Calorimeter	[birnlex_2421, OBI_0000930]
dorsal grey horn	[birnlex_2667, UBERON_0002256]
gyrus occipitalis medius (mai)	[UBERON_0006114, birnlex_735]
D11BWG0517E	[PR_000028839, PR_000028848]
dentatothalamic fibers	[UBERON_0002594, birnlex_1104]
forkhead-related transcription factor 1	[PR_000007621, PR_000007643]
nucleus accumbens septi	[UBERON_0001882, birnlex_727]
Cervical spinal cord anterior commissure	[birnlex_1552, UBERON_0007836]
third lumbar spinal ganglion	[birnlex_2625, UBERON_0002858]
insula limen	[birnlex_1493, UBERON_0002724]
QARS	[PR_000007144, PR_000013561]
CA1 part of stratum radiatum	[birnlex_4119, UBERON_0014554]
Smstr2	[nifext_6327, nifext_6330]
Smstr4	[nifext_7901, nifext_7904, PR_000001671]
preolivary nuclei	[UBERON_0002976, birnlex_814]
Htr2c	[nifext_7422, nifext_7419]
pedunculus cerebellaris medius	[birnlex_1529, UBERON_0002152]
Htr1b	[nifext_6394, nifext_6391]
claustrum diffusa	[birnlex_1515, UBERON_0002729]
hypothalamus segment	[UBERON_0003048, birnlex_995]
mitochondrion component	[sao666410040, GO_0044429]
pars superior vestibularis	[UBERON_0002825, birnlex_2551]
http://purl.org/obo/owl/PATO#PATO_0000044	[NEMO_2322000, PATO_0000044, PATO_0000049]
XCR1	[nifext_5933, nifext_5935]
cellular component	[GO_0005575, sao-1337158144, nlx_subcell_100315]
nucleus tegmentalis posterior	[UBERON_0002143, birnlex_992]
http://purl.org/obo/owl/PATO#PATO_0000011	[NEMO_3819000, NEMO_5252000, NEMO_2506000]
Spongy degeneration of central nervous system (disorder)	[birnlex_12529, DOID_3613]
t. mesencephali	[UBERON_0002314, birnlex_1032]
Data storage service	[nlx_res_20090428, ERO_0001257]
cell fusion	[GO_0045026, GO_0000747, GO_0000768]
 classical pathway	[GO_0030450, GO_0045960, GO_0045959, GO_0006958]
fifth lumbar spinal cord segment	[birnlex_1251, UBERON_0006447]
mesencephalon	[birnlex_1667, UBERON_0001891]
initial segment	[GO_0043194, sao256000789]
SBO_0000477	[NEMO_6341000, NEMO_2406001]
rough ER membrane	[GO_0030867, sao3089754107]
anterior pillar of fornix	[UBERON_0002940, birnlex_731]
 sleep	[GO_0042321, GO_0045938]
 imaginal disc	[GO_0007451, GO_0007450]
third thoracic spinal cord segment	[UBERON_0006459, birnlex_1458]
cytoplasmic inclusion	[sao4933778419, GO_0097413]
transmembrane chemokine CXCL16	[nifext_5062, PR_000001804]
Schwannoma	[DOID_3192, birnlex_12603]
 ventral part	[birnlex_1597, UBERON_0002480, UBERON_0002604, birnlex_1140]
tegmentum pontis	[UBERON_0003023, birnlex_923]
estrogen nuclear receptor activity	[GO_0038052, GO_0038053]
UBE1L	[PR_000016956, GO_0019782]
decussation of superior cerebellar peduncles	[UBERON_0002588, birnlex_1089]
inferior colliculi	[UBERON_0001946, birnlex_806]
supraoptic nucleus of hypothalamus	[UBERON_0001929, birnlex_1411]
posterior part of anterior cochlear nucleus	[birnlex_2573, UBERON_0002831]
ventroposteromedial nucleus of the thalamus	[UBERON_0002945, birnlex_743]
granular layer of dentate gyrus	[birnlex_4129, UBERON_0005381]
T cell receptor activity	[GO_0032395, GO_0032394, GO_0042288]
retrochiasmatic region	[UBERON_0001933, birnlex_1569]
upper jaw bone	[UBERON_0002397, UBERON_0011597]
red nuclear capsule	[birnlex_732, UBERON_0002941]
Paranoid type schizophrenia	[DOID_1229, birnlex_12766]
perception of environment using reflected sound waves	[GO_0050959, birnlex_15012]
body organ	[birnlex_4, UBERON_0000062]
gracile fascicle (Gall)	[UBERON_0002653, birnlex_1282]
Neodentate portion of dentate nucleus	[birnlex_1567, UBERON_0002747]
desiccation tolerance	[GO_0071465, GO_0009269]
Data computation service resource	[nlx_res_20090423, ERO_0001262]
neuroblastoma (morphologic abnormality)	[DOID_769, birnlex_12631]
ice nucleation inhibitor activity	[GO_0071497, GO_0050826]
Pinealocytoma	[birnlex_12634, DOID_1664]
http://purl.obolibrary.org/obo/OBI_0000679	[NEMO_3768000, NEMO_8955000]
multimodal_area	[NEMO_2109000, NEMO_0339000]
SAP130	[PR_000014737, PR_000014445]
Seizure Disorder	[birnlex_12718, DOID_1826]
anterior lobe of pituitary	[UBERON_0002196, birnlex_1581]
Structured data resource	[birnlex_2334, birnlex_2334_1]
localised	[NEMO_9859000, NEMO_2114000]
familial neonatal seizures (disorder)	[DOID_14777, birnlex_12735]
glycogen particle	[GO_0042587, sao1081228141]
 mevalonate pathway	[GO_1900486, GO_2001211, GO_0010142]
 5'-splice site cleavage	[GO_0000386, GO_0000384]
Lafora Body Disease	[birnlex_12723, DOID_3534]
post-synaptic density	[sao1196688972, GO_0014069]
FRAGILE X MENTAL RETARDATION SYNDROME	[nlx_dys_20090601, DOID_14261]
chemosensory perception	[GO_0007606, birnlex_1889]
 hypoxanthine and their nucleoside salvage	[GO_0006169, GO_0006190, GO_0043103]
commissure of forel	[UBERON_0002991, birnlex_859]
fissura ansoparamedianis	[UBERON_0014468, nlx_anat_20081256]
principle mamillary fasciculus	[birnlex_1492, UBERON_0002723]
commissure of Held	[UBERON_0002952, birnlex_768]
 signal transduction by p53 class mediator resulting in induction of apoptosis	[GO_1902165, GO_1902167, GO_1902166, GO_0042771]
preclival fissure	[UBERON_0014471, nlx_anat_20081253]
Fshr	[nifext_6830, nifext_6833]
Rett's disorder	[DOID_1206, birnlex_12770]
nucleus posterior thalami	[UBERON_0003030, birnlex_939]
archaeocortex	[UBERON_0002894, birnlex_2707]
Median eminence of neurohypophysis	[birnlex_925, UBERON_0002197]
Metachromatic leucodystrophy (disorder)	[birnlex_12542, DOID_10581]
 catalytic core	[GO_0045267, GO_0045268]
GRM6	[nlx_mol_20090509, PR_000008268]
Database resource	[nlx_res_20090405, ERO_0001716]
Trhr	[nifext_7551, nifext_7554]
 by transamination	[GO_0019481, GO_0019486]
accessory superior olivary nucleus	[UBERON_0002779, birnlex_1675]
fourth sacral dorsal root ganglion	[UBERON_0007713, birnlex_2631]
 alternative pathway	[GO_0045958, GO_0045957, GO_0006957, GO_0030451]
anterior horn	[UBERON_0002257, birnlex_2668]
dicarboxylate (succinate/fumarate/malate) antiporter activity	[GO_0015140, GO_0015138, GO_0015141]
helweg's tract	[UBERON_0002719, birnlex_1484]
talotibial joint	[UBERON_0001488, UBERON_0012076]
diterpene cyclase activity	[GO_0009905, GO_0050559, GO_0051498]
Incisura praeoccipitalis	[UBERON_0002698, birnlex_1436]
lysine tRNA	[GO_0033444, GO_0033443]
3-beta-D-glucan biosynthetic process	[GO_0090334, GO_0060636, GO_0071970, GO_0060635]
Huntington's chorea (disorder)	[birnlex_12500, DOID_12858]
caudate nuclear body	[birnlex_1217, UBERON_0002630]
TP-beta	[PR_000027062, PR_000008434]
neuronal cytoplasmic inclusion	[GO_0016234, sao120573470]
taste system	[nlx_anat_090803, UBERON_0001033]
main pathways of carbohydrate metabolic process	[GO_0044040, GO_0044262]
LGR6	[PR_000001593, nifext_5334]
LGR4	[PR_000001591, nifext_5766]
nucleus suprageniculatus	[birnlex_953, UBERON_0003033]
Adie Syndrome	[DOID_11549, birnlex_12581]
c elegans	[birnlex_420, NCBITaxon_6239]
Cystoid Macular Edema	[DOID_4447, birnlex_12814, DOID_14245]
 microtubule-mediated	[GO_0030473, GO_0034643]
fumarate hydratase isoform cytoplasmic	[PR_000025759, PR_000025758]
SMAP1	[PR_000017090, PR_000015258]
pyruvate dehydrogenase complex (lipoamide)	[GO_0005967, GO_0045254, GO_0045250]
iron homeostasis	[GO_0055072, GO_0006879]
pinocytic vesicle	[sao1925368674, GO_0044352]
 xanthine and their nucleoside salvage	[GO_0006178, GO_0006179]
AGTR1B	[PR_000001251, PR_000001252]
plate-like	[PATO_0000407, PATO_0002253]
Neuromyelitis optica (disorder)	[birnlex_12519, DOID_8869]
nodulus of cerebellum	[UBERON_0004083, nlx_anat_20081235, birnlex_1165]
supraoptic crest	[nlx_anat_100313, UBERON_0002689, birnlex_1400]
system	[UBERON_0000467, birnlex_14]
cadmium homeostasis	[GO_0055073, GO_0006876]
 mitotic	[GO_0046022, GO_0045896, GO_0007070]
Colloid bodies in retina	[birnlex_12819, DOID_2569]
 muscle isoform	[PR_000005386, PR_000005836]
CVA - Cerebral infarction	[DOID_3526, birnlex_12791]
Cavia aperea porcellus	[birnlex_297, NCBITaxon_10141]
synaptic vesicle fusion	[GO_0048489, GO_0031629, GO_0016189]
2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating) activity	[GO_0033763, GO_0045486, GO_0052860]
lycopene cyclase	[GO_0045435, GO_0045436]
perillyl-CoA synthetase activity	[GO_0052685, GO_0052686]
Anancastic neurosis	[birnlex_12674, DOID_10933]
intermediate nucleus of oculomotor nuclear complex	[birnlex_803, UBERON_0002970]
HCN2	[PR_000000706, nifext_3066]
prepositus nucleus	[birnlex_2652, UBERON_0002160]
protein kinase A anchoring activity	[GO_0034237, GO_0051018]
CA3 part of stratum oriens	[UBERON_0014553, birnlex_4117]
NPBWR1	[PR_000001625, nifext_5636]
nucleus amygdalae basalis medialis	[UBERON_0002889, birnlex_2696]
nucleus juxtasolitarius	[UBERON_0002877, birnlex_2653]
glycine betaine/proline porter activity	[GO_0015193, GO_0015199]
 nucleotide and nucleic acid metabolic process	[GO_0045935, GO_0045934, GO_0006139]
Dentate gyrus mossy fiber	[nlx_subcell_100312, GO_0097457]
Kuhnt-Junius degeneration	[birnlex_12815, DOID_10873]
actin cable	[GO_0032432, GO_0001725]
vestibular ganglion inferior part	[UBERON_0002826, birnlex_2552]
clathrin-independent pinocytosis	[GO_0044350, GO_0006907, GO_0044351]
Insect	[birnlex_275, NCBITaxon_50557]
Il8ra	[nifext_6577, nifext_6580]
 dorsal part	[UBERON_0002758, birnlex_1608]
orbito-frontal cortex	[birnlex_1049, UBERON_0004167]
 cholinergic	[GO_0032223, GO_0032224]
endosome component	[sao1683772610, GO_0044440]
Remittent Progressive Multiple Sclerosis	[DOID_2376, birnlex_12515]
pallidum	[UBERON_0001875, birnlex_1234]
intermediate periventricular nucleus of hypothalamus	[UBERON_0002746, birnlex_1564]
axonal membrane	[sao250772229, GO_0030673]
nitrite/nitrate porter activity	[GO_0015113, GO_0015112]
2-dioxygenase activity	[GO_0018628, GO_0018689, GO_0050240, GO_0018626, GO_0043898, GO_0018559]
t11 segment	[birnlex_1596, UBERON_0006467]
monocyte chemotactic protein 3	[nifext_5039, PR_000002125]
Cantareus aspersus	[birnlex_7241, NCBITaxon_6535, birnlex_7292]
2-dicarboxamide	[GO_0072737, GO_0072738]
LBHI	[GO_0097416, nlx_subcell_20090105]
Central Lobule	[UBERON_0004076, nlx_anat_20081226]
nucleus anteroventralis	[UBERON_0002685, birnlex_1372]
Ltb4r	[nifext_6607, nifext_6610]
 post-mating	[GO_0045434, GO_0046009, GO_0048042]
EF-Ts	[PR_000016718, PR_000024132]
perinuclear membrane	[GO_0005640, sao1617136075]
stria cochlearis posterior	[UBERON_0002790, birnlex_1698]
circumventricular organ	[UBERON_0005408, nlx_anat_20090312]
parabigeminal area (mai)	[UBERON_0002696, birnlex_1430]
calleja island	[UBERON_0001881, birnlex_1113]
nucleus geniculatus lateralis pars dorsalis	[UBERON_0002479, birnlex_1595]
subcutaneous tissue	[UBERON_0011818, UBERON_0002072]
third cervical spinal ganglion	[birnlex_2605, UBERON_0002840]
RNA chaperone	[GO_0034337, GO_0034336]
IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1	[nifext_2773, PR_000000728]
hemispheric sulcus	[UBERON_0002921, birnlex_4041]
HuK(III)	[PR_000000811, nifext_2682]
claustrum	[UBERON_0002023, birnlex_1522]
 salvage pathway	[GO_0042352, GO_0019358]
Postinfectious Encephalomyelitis	[DOID_639, birnlex_12510]
Lateral preoptic hypothalamic nucleus	[UBERON_0001931, birnlex_1722]
 carboxymethyl-forming)	[GO_0004474, GO_0050438]
 central nucleus	[UBERON_0002563, birnlex_1035]
VROAC	[PR_000001068, nifext_3118]
ambiguus nucleus	[UBERON_0001719, birnlex_2650]
fruit fly	[birnlex_535, NCBITaxon_7227]
Gower's tract	[birnlex_848, UBERON_0002987]
hemispherium cerebelli	[UBERON_0002245, birnlex_1575]
Isoform B	[PR_000002433, PR_000000206]
intermediate cell layer	[nlx_anat_1005031, UBERON_0001791]
substantia innominata of Reichert	[UBERON_0003017, birnlex_915]
TALK-1	[PR_000001913, nifext_3020]
rabbit	[birnlex_226, NCBITaxon_9986]
lingual papilla	[UBERON_0001726, birnlex_4102]
habenulointerpeduncular tract	[birnlex_1504, UBERON_0002138]
sulcus postcentralis	[UBERON_0002915, birnlex_4033]
multivesicular endosome	[GO_0005771, sao2045955158]
Paving stone degeneration of retina	[birnlex_12800, DOID_12166]
N'''-triacetylfusarinine C synthesis	[GO_1900696, GO_1900695]
dentate nuclear amiculum	[UBERON_0002568, birnlex_1044]
Schaffer collateral	[sao1950673097, GO_1990021, nlx_subcell_20090511]
pterin biosynthetic process	[GO_0042559, GO_0006728]
mitochondrial aspartate/glutamate transport	[GO_0015810, GO_0006839, GO_0015813]
lobule V	[UBERON_0004079, nlx_anat_20081228]
lymphocyte and monocyte chemoattractant	[PR_000001988, nifext_5043]
 deadenylation-dependent decay	[GO_1900153, GO_1900151]
 decarboxylating)	[GO_0018670, GO_0047411]
CACNA1A	[PR_000002118, nifext_2640]
decussation of pyramidal tract fibers	[UBERON_0002755, birnlex_1594]
skinkine	[PR_000001802, nifext_5054]
superior cerebellar peduncle of midbrain	[UBERON_0007707, birnlex_1162]
axon trunk	[GO_0044304, sao1596975044]
inferior central nucleus of raphe	[UBERON_0002993, birnlex_861]
hemispherium cerebri	[UBERON_0001869, birnlex_1042]
oculomotor nerve central caudal nucleus	[UBERON_0002957, birnlex_780]
Neonatal myasthenia gravis	[DOID_14043, birnlex_12596]
glial limiting endfoot	[GO_0097451, sao181458425]
